param,min,max
THT,-0.914146073628036,1.7266647980767993
CM,0.11581995751638452,4.989655546944572
CMP,0.0003751848464776941,3.2172645926468437
FC,94.42160264902608,496.3283279190982
Beta,0.38097923180868776,9.942970419477614
PWP,1.0683408265917365,481.9421003300731
L,1.0019856979582116,19.999400905359373
KUU,0.10008156813113064,0.48014870312211083
KUL,0.001966751099991365,0.33466035384719295
KD,0.01128317999998854,0.4984775043701465
KL,0.007490901939744665,0.17681197640267374
