parameter,min,max
THT,-0.9987442204204482,1.9848755988153615
CM,0.13508443100708023,4.9861727080489935
CMP,0.006275337184872498,4.997400141087391
FC,80.88778720259734,499.9693354149169
Beta,0.19938630721663397,9.861209892285185
PWP,1.0007928898455987,499.77173194377656
L,1.001721821039025,19.913553679513935
KUU,0.1001475962078327,0.49861545213022374
KUL,0.0013526465324008308,0.44780157525743614
KD,0.007777997279400928,0.49974136426964655
KL,0.0015365336580721867,0.48066075829544164
