param,min,max
THT,-0.9773750065589524,1.989001127184849
CM,0.10169512031660544,4.999485787857352
CMP,0.0006438467578235851,4.993740324437854
FC,47.734241573666054,499.96877590230656
Beta,0.15043734086124605,9.989783789878983
PWP,1.002391788097782,499.9075433724719
L,1.0135590012367803,19.998497818696173
KUU,0.1001189701315959,0.4996179558283868
KUL,0.004319944069802545,0.4814092259296268
KD,0.001629156870828763,0.49999616754057075
KL,0.0010159120298197655,0.4885214342015348
